Avg.Area Income,House Age,Number of Rooms,Number of Bedrooms,Population,Price
51586,8,7,3,55449,1472540
58277,4,6,4,31457,502553
82714,6,5,4,29936,1296224
73451,6,6,2,49252,1342815
69667,7,7,4,53056,1698220
59375,5,8,4,20795,555504
66037,6,7,3,45577,1298981
65885,8,6,4,34101,1440737
77417,6,8,6,26527,1145351
78276,7,7,4,29483,1546957
67161,6,7,2,33805,1070819
81836,8,6,3,51039,1993454
61426,4,6,3,45701,891981
80890,7,8,6,12514,1443842
91458,4,6,2,34253,1305220
59120,5,8,6,45539,1238709
77414,6,7,3,28795,1241387
60422,6,6,4,32755,849009
79354,7,8,6,39092,1656785
63151,8,10,5,42266,1896650
68805,6,8,6,40744,1300362
78033,4,8,4,35335,1159749
76072,7,7,2,15586,1263744
63335,7,7,6,35639,1292644
63651,6,8,3,46457,1357711
66182,5,7,3,25337,945551
71717,6,8,5,51975,1572100
74420,8,8,3,48591,2019424
59290,7,6,4,29497,831472
72197,7,6,3,34599,1408347
69424,6,7,2,36409,1154126
64232,4,9,5,59718,1521085
66005,5,9,4,43284,1522144
82944,6,6,4,50525,1528714
71736,6,7,4,38245,1289042
57320,7,7,6,44738,1222799
72363,5,5,3,42544,792174
87678,5,8,3,43806,1753967
66404,6,6,4,35977,1149525
94296,5,7,6,46015,1876497
60892,7,6,3,41217,1045348
82264,5,6,3,37581,1323301
58666,5,6,2,48133,997240
62497,7,7,4,27485,1204940
84226,8,8,5,30167,1877942
74381,5,8,3,37316,1245053
73754,6,6,2,24971,1165991
76356,5,7,4,50210,1517153
59025,5,6,3,36272,847768
54241,7,7,3,38998,1012269
90494,5,7,2,45211,1439431
82665,7,6,2,35513,1461512
45521,6,8,4,20070,678587
58928,6,4,4,49101,783351
63689,6,9,6,36260,1499552
82990,6,8,4,19373,1458423
81615,5,6,3,33611,1228880
78662,5,6,4,25087,932381
56907,5,7,4,38959,834268
74637,6,9,6,22881,1351007
63926,5,6,3,54955,1068787
62320,6,8,4,14596,1124396
101600,8,7,6,37524,2370231
66052,7,8,6,26762,1334953
71476,7,6,4,48227,1504441
63138,5,7,3,47697,1153435
57224,6,8,3,44907,1259357
76075,7,6,4,40369,1567746
74579,6,7,5,44874,1516420
84293,6,7,3,36447,1365151
79120,5,5,4,39564,1046030
57144,6,7,2,51479,1233966
66301,6,6,4,31582,1009769
70161,6,6,4,37788,1453598
75212,6,7,3,23163,1103207
86763,7,5,2,47725,1571254
69180,7,6,2,38115,1400111
78011,7,8,4,44157,1822988
65192,6,8,4,26228,1174748
61325,4,6,2,51407,1147909
62617,5,6,3,48372,1124126
63971,4,7,2,31945,822935
68861,6,7,3,40543,1448775
66702,5,8,4,37753,1063631
73824,5,8,3,10556,861657
62995,5,6,4,34347,1034760
75864,6,7,3,35757,1240864
72688,7,8,5,35427,1442372
67060,6,8,6,35294,1390620
64705,5,6,2,33900,862408
62382,6,7,2,14347,695152
61356,8,6,3,43645,1392537
59331,5,8,5,46670,1200653
44219,6,9,4,35421,920541
59261,6,7,3,55030,1300434
79159,5,6,4,41297,1172188
76917,6,6,3,28213,1054733
62451,4,6,3,41190,615568
66447,4,8,4,48261,1271397
62174,5,6,3,3883,231190
59611,6,7,3,40395,1040782
65531,6,6,3,39367,1111711
52681,5,7,3,44203,885796
53349,6,7,2,36500,809756
53049,7,5,3,46984,1095794
74283,6,8,6,21446,1138609
50212,7,7,5,20914,873242
75012,7,7,4,42877,1413580
81859,7,6,4,32550,1730084
53664,4,6,2,57111,996243
89503,4,5,2,40836,1273519
51928,6,7,6,32257,970177
75927,6,6,4,22994,1143203
84803,5,8,6,35748,1437984
66962,7,4,2,33423,1128720
86376,6,7,3,39782,1532534
59046,7,7,4,37814,1082589
68368,6,7,5,28439,1156308
61019,5,8,3,43396,1168760
65566,8,7,6,30117,1357576
59878,5,7,4,44213,920499
76573,6,9,3,40002,1810782
69013,6,6,4,17180,903658
78734,8,6,3,36688,1850514
59036,7,7,2,34753,1148721
83940,5,7,3,34602,1492033
54920,7,6,3,22836,831169
65555,5,8,6,39240,1130677
60168,5,6,3,33460,737202
52541,5,7,3,32090,578309
57183,7,5,4,39293,1112223
55470,6,7,2,36246,962532
67877,6,6,2,19524,843651
69440,5,8,5,33996,1217268
51874,6,7,3,26198,450307
75656,7,7,3,31225,1663473
83973,6,5,4,20160,1164616
65988,6,6,3,31772,1263018
94292,6,7,5,53621,2197437
62938,7,8,3,48947,1721262
72125,6,8,5,45416,1670909
56398,6,7,4,50910,1148750
50666,7,7,5,29726,1154883
89476,7,5,2,31070,1707270
45634,7,7,2,42372,1108407
66876,6,8,4,28819,1256599
57850,7,6,2,43049,1180968
62881,6,7,2,22580,905436
61091,6,8,4,46537,1450123
65973,6,9,3,40765,1382811
70281,5,6,2,38916,868694
74428,6,6,2,49466,1471747
49500,6,8,5,25187,676378
88906,6,6,2,26965,1462422
63858,5,7,5,23808,1036782
64044,5,6,4,58888,1122967
73035,8,8,4,43408,1877074
77722,5,8,6,57288,1657363
69186,6,9,6,50097,1757396
67203,7,7,6,44610,1539085
69446,7,9,6,47025,1738788
68700,7,7,2,22481,1189467
56671,7,6,4,54543,1316794
76825,6,7,4,43905,1542971
62847,6,5,2,34629,1024973
73086,7,6,4,28913,1353182
70073,6,8,6,43182,1594089
74882,4,8,5,60895,1501048
53288,4,7,3,48927,810537
74246,5,6,4,53039,1270298
83112,6,7,4,44877,1591023
65244,5,8,6,26710,1040653
62927,7,6,2,6249,639472
53302,8,6,2,33223,867898
54966,4,7,4,47461,776126
73705,8,7,2,11638,1202844
64675,6,6,3,53743,1346380
72393,6,7,4,23997,1014430
75034,5,7,2,27356,1373512
81292,5,8,4,33098,1454750
55992,5,8,3,32033,1166600
57109,7,6,2,43511,1093253
82373,6,7,4,67702,2130762
67433,8,7,3,41030,1719762
61088,6,6,2,40427,1019881
69651,6,6,3,41608,1296645
64164,7,7,3,39355,1372879
68607,6,7,3,36085,1117011
65740,6,7,4,27721,959735
50709,5,7,3,60200,1074825
65084,4,8,3,39498,922054
58727,5,7,3,40771,1017374
58593,6,7,2,45695,1227402
59467,7,7,3,44826,1226042
79620,5,8,3,36157,1411334
63135,7,8,6,27554,1317234
81700,7,5,4,33957,1250144
49863,7,10,5,42057,1389048
66835,7,5,3,23524,792450
81302,7,7,4,40860,1860682
67350,6,8,4,26076,1110828
77947,6,7,5,29661,1539129
59941,7,7,2,37853,1132780
69876,5,7,6,20039,839630
74910,4,7,2,40194,1243239
62210,6,8,4,32530,1104109
83373,9,8,4,14502,1664302
59273,6,8,6,20353,818290
52916,7,8,4,36105,1062666
64715,5,5,4,23837,730044
63428,5,9,6,31690,1307174
72886,8,5,2,36711,1464710
63780,5,6,4,32010,769852
59710,6,6,3,39384,1012023
68276,6,6,4,31383,866328
78557,6,6,3,34678,1222727
57472,6,7,5,35823,998702
58584,7,9,6,39910,1644242
66537,6,9,6,53721,1817188
78269,7,6,2,54955,1553976
70562,7,5,3,26073,850593
65594,7,7,3,24581,1179987
72493,7,8,4,40723,1554987
60757,6,8,5,35561,1281378
72921,5,8,3,35656,1125678
76135,7,8,3,34956,1705890
56958,6,6,2,29499,783565
54643,6,9,6,42987,1355363
60019,7,5,3,35189,927181
67417,6,6,3,36002,1058518
56089,6,9,6,44797,1397564
70850,5,5,3,14732,635429
69692,5,6,4,41818,1104701
68105,6,7,3,35008,1368135
50521,7,7,5,36714,1204117
64900,5,7,3,21815,517938
78952,5,6,2,31055,1241183
77554,5,9,6,53406,1603627
56734,6,8,4,27982,1063206
72828,7,4,4,39730,1269293
76307,5,7,4,18042,1063399
57293,9,8,4,27992,1561314
65088,6,7,3,39863,1135613
67814,6,6,3,30254,1057347
52867,7,6,4,31926,772310
55957,6,7,3,32845,989263
56226,6,7,4,35246,699323
71533,8,7,3,28635,1596343
70514,4,7,5,52378,1499153
54674,4,7,5,39161,770771
58412,6,8,6,22900,1055484
64862,6,8,5,25032,1240504
82632,5,5,3,13163,900973
71500,6,7,3,27417,1035977
75035,6,6,3,25348,1086448
55447,7,8,5,37723,1366981
80196,7,7,3,48695,1616937
60480,7,7,4,46362,1639945
40582,4,7,5,48820,509500
61933,7,7,4,34143,1200125
94393,7,8,6,41462,2142897
66236,6,6,4,45922,1301090
76772,7,8,4,35690,1860649
75851,6,7,4,26832,1283997
60510,5,8,5,35377,947356
62052,4,6,4,41723,875799
61657,8,8,4,42286,1483041
92609,5,7,5,29421,1508856
81038,5,7,2,35371,1302814
54013,6,7,5,21654,747396
65573,6,9,3,58195,1723397
57336,5,7,6,41826,1059431
64098,7,8,3,43770,1309397
65212,6,8,5,29583,981233
65256,7,7,3,37875,1389764
89489,5,7,6,49090,1599964
54416,7,8,3,38938,1208843
76675,7,9,6,43156,2059301
62702,6,8,3,47285,1272338
72788,7,7,3,31766,1390377
72415,6,7,4,28885,1212899
73896,6,6,3,44257,1393483
87541,7,6,3,31045,1603046
71844,6,7,4,27676,1063070
74141,5,7,3,46905,1068493
74101,6,7,3,34629,1337974
42944,6,8,3,34469,889831
71268,6,8,4,36795,1308232
72656,8,7,4,23623,1612102
72531,5,6,4,15167,578161
72260,7,6,2,45599,1454127
63594,8,8,6,40186,1684538
85696,6,5,4,24138,1347210
80078,6,7,4,30774,1603343
75340,5,7,5,49307,1383564
54618,6,6,4,40674,705444
66829,6,7,4,48777,1418046
82760,6,7,4,33839,1457756
79769,7,8,5,22670,1617405
46800,7,5,4,29587,456019
78186,6,7,4,28130,1348804
65091,5,9,5,49224,1579361
51219,5,7,2,21092,385678
74096,6,7,3,32774,1121023
62769,6,8,4,43314,1178554
64837,6,8,6,35164,1296468
59142,6,4,2,29387,313652
66699,5,8,5,51748,1530295
75893,5,7,3,40909,1249914
70031,5,9,4,36679,1270432
79757,4,6,2,45131,1123754
60029,6,8,6,32818,1005087
70329,6,8,4,48077,1712282
65908,6,6,3,33304,698458
87068,6,7,4,16083,1322439
76327,7,7,3,42939,1599616
62316,7,6,3,47164,1142264
63580,3,7,6,51246,1012769
66198,6,6,4,55849,1244917
65984,6,6,2,40977,1016527
70894,7,7,4,24878,1383566
78186,6,5,4,49618,1526370
59539,6,8,3,14404,961495
77163,5,8,6,27767,1228363
67082,6,9,4,40412,1674681
53121,7,9,5,36101,1411217
79095,7,7,2,23624,1476393
71244,6,5,2,15769,751324
79059,5,7,3,35074,1366714
84704,6,7,2,51170,1718626
73001,5,8,3,45338,1344869
90972,5,7,3,24944,1442079
77362,6,5,3,24171,1000892
70850,6,9,5,42036,1553396
81248,8,7,4,48923,1969257
72173,6,7,2,42946,1435262
46628,5,6,3,37303,718875
82114,7,7,2,51561,1883082
62622,6,9,6,48900,1502443
70607,7,5,3,58793,1513650
80336,6,5,4,56689,1410264
58765,6,5,4,30997,647692
86850,6,6,3,45178,1675063
71919,8,7,5,23691,1336134
75513,5,8,6,37175,1376241
66359,7,8,6,32977,1680017
68638,6,6,2,25380,1186026
86084,6,7,4,24447,1460045
55076,6,6,4,23795,650939
74682,7,7,4,39294,1525691
69379,8,8,6,34613,1827476
61432,7,6,3,32912,860399
74086,6,8,5,32482,1574182
54205,5,5,3,39735,333161
60843,6,8,3,45258,1279681
85429,6,7,3,36412,1594748
76603,6,8,5,20927,1495375
65630,6,8,6,17609,954733
74227,7,7,2,25935,1426696
79671,6,7,2,35953,1468460
71816,5,9,6,41178,1607864
54624,6,8,4,41940,888866
61537,7,7,2,29347,1151342
66358,6,7,6,38072,1045705
64958,5,8,4,49514,1279161
86896,7,7,6,38043,1799455
90533,7,8,3,46611,2005167
65940,7,8,6,29621,1492612
56506,5,8,3,30995,976482
60564,6,8,5,49574,1247002
78607,7,5,3,51236,1426682
72747,6,7,3,35060,1171990
76194,6,8,4,26736,1370910
70913,5,8,3,20798,1083072
81923,6,7,2,21677,1065656
73313,7,7,4,32257,1492095
48484,6,7,5,35848,936865
85009,6,7,3,48602,1966140
79029,7,5,4,48607,1558197
70301,6,6,3,49077,1280588
46340,4,8,4,52124,853751
68272,4,8,4,30938,978825
60286,5,10,3,27370,1273554
62672,6,6,4,31703,798659
66616,6,5,4,48604,1114128
78431,5,7,3,23623,1108894
46647,6,7,3,34007,710269
72405,4,7,6,35063,1142128
66226,6,6,3,44385,1378270
56106,7,7,3,46003,1140126
65896,6,7,2,34170,999147
71602,6,7,4,34787,1289201
57585,6,5,2,46725,973198
65076,7,8,6,30826,1511653
69636,7,6,2,26312,1158677
62829,6,7,6,29278,1009094
57094,7,7,2,19379,861014
72919,5,7,4,26625,1064372
92775,6,7,5,35016,1883469
59443,7,8,3,28100,1191341
71677,5,7,3,38737,1300303
77621,6,7,4,29116,1126042
95236,6,7,3,41525,1848511
73145,6,6,2,31750,1072875
62311,5,6,4,51602,1019128
66854,5,7,4,41383,1210161
70520,7,6,4,51639,1561234
94242,8,8,6,39140,2180066
83664,5,8,4,39642,1665515
62241,5,7,3,55613,1307136
74287,7,6,2,33439,1604208
70218,6,6,4,38779,1057126
35455,7,6,4,59636,1077806
80707,7,5,2,25433,1328525
54922,5,6,3,49547,1017776
67259,6,7,2,50956,1443817
77509,6,7,5,18264,1322010
57760,5,6,3,49698,1064940
54234,5,7,6,37394,768542
63439,6,9,6,32180,1244563
40142,5,7,4,53364,744291
86197,6,8,3,44100,1879416
75992,5,7,3,39503,1131698
61483,4,8,5,34994,1000714
70256,5,9,3,45672,1313128
91328,5,7,4,49530,1810561
75106,7,8,6,41143,1877269
79908,6,6,3,40230,1495673
93763,5,6,2,44048,1708102
50167,8,7,3,34292,1058356
51392,6,7,3,28064,681090
79823,6,10,5,41546,1958065
65914,5,5,2,12451,353240
69604,7,5,2,31338,1054304
46367,5,5,4,26015,268051
66195,7,7,3,37289,1318598
76899,5,8,3,37826,1334537
54428,7,7,3,54046,1598736
82921,6,7,4,33936,1699953
47121,7,7,3,46303,1012270
74968,5,7,3,28045,1093506
68223,6,7,6,32660,1064703
61486,6,8,4,38180,1184614
72895,6,7,4,37796,1146480
68255,8,7,4,48909,1925616
62089,7,7,5,38337,1233883
60659,5,6,3,45005,822685
76321,7,7,4,56697,1935831
52141,8,7,3,29595,912586
75080,6,7,5,50409,1636906
62117,7,6,3,26295,1197930
74253,4,5,3,44940,1039795
65561,5,7,2,40232,1033450
58124,6,7,2,28864,839590
62159,5,4,2,36645,782800
88723,6,6,4,29897,1547127
74791,6,7,6,29154,1518706
67306,6,5,2,39370,1074456
51196,6,7,4,30029,671961
63223,5,8,3,35892,1185735
78788,7,7,4,38656,1518454
58368,6,6,4,28801,666746
65150,6,7,6,29191,988015
72416,6,7,4,6806,997453
81375,7,8,4,38648,1791307
70343,5,7,6,34971,1223589
68967,5,8,6,39917,1321257
60104,8,7,6,31782,1193687
55193,6,7,4,36706,840209
68600,7,7,2,42548,1474745
76612,5,9,5,33002,1527440
45319,6,7,2,47223,802048
73714,6,6,3,30049,1016961
59961,7,6,3,31854,1051230
70444,5,8,3,41920,1209964
66639,8,6,4,26642,1357208
73870,6,8,5,25694,1513847
74113,4,8,3,66995,1737571
44180,7,7,3,30810,613371
65279,4,7,4,29972,767785
63342,6,8,3,31727,1181663
77353,9,6,3,39668,1898169
76054,7,5,3,45636,1471784
92670,5,5,4,31467,1397462
40749,6,6,2,46643,664465
68176,5,8,3,32525,1128253
84824,6,7,3,27863,1273629
38572,7,6,3,47387,968412
63844,6,6,3,37703,1071537
87444,7,5,3,51592,1802294
63410,6,6,4,56257,1369583
55097,7,7,5,52405,1350284
84597,6,8,3,31144,1637831
71408,7,7,6,49463,1574280
77376,5,8,5,38106,1251064
58968,5,6,4,50936,992623
86529,6,8,4,27593,1616505
63275,5,9,3,38905,1440107
72264,6,7,3,32828,1139014
56181,6,7,4,41036,1139073
59953,5,8,5,50752,1243492
59939,7,5,2,44065,1021127
72848,6,6,3,21986,960919
65804,7,7,4,36011,1306288
73178,7,7,6,41971,1537897
64469,5,6,2,43746,909886
87928,5,8,6,47452,1752113
70844,4,8,5,33484,1129388
87758,7,9,3,47321,2024903
60555,5,7,2,49310,1164969
60056,5,8,4,44435,1187455
88603,7,5,2,37216,1675702
62873,6,8,5,41638,1163559
54226,5,8,4,35597,814240
76309,6,8,4,42652,1480675
68298,6,8,4,23178,1281308
58895,7,6,4,41856,1187044
75782,6,6,4,23287,1267803
72315,5,8,6,35998,1094792
70422,8,7,3,20207,1489574
80407,6,7,3,22800,1280996
65070,4,7,4,45096,1046347
72932,5,7,4,30073,1149694
54769,7,8,3,39002,1063345
79297,6,7,4,24299,1377113
82353,6,7,2,31746,1459525
38123,6,8,5,38068,899609
60757,5,6,4,29017,482690
66469,5,6,4,22671,412269
59008,6,7,6,33631,1209798
88876,5,6,3,29004,1342507
63242,6,6,4,14291,727867
62974,6,8,3,48185,1447251
86744,6,6,4,32475,1578766
69801,6,8,4,37853,1578737
63542,6,7,4,57319,1445527
78404,6,5,4,33686,1221824
85662,6,9,3,42402,2031338
82852,5,7,2,33366,1232974
70935,6,7,6,36394,1426403
64355,4,6,3,25495,520218
79243,6,7,4,32762,1314770
74944,6,6,3,31389,1249331
77546,6,8,5,52740,1835565
69789,5,6,2,40474,1018174
60309,4,7,3,35971,607859
89130,4,7,3,39155,1340983
73506,6,6,2,39677,1292740
84023,7,7,4,33106,1772780
53971,7,6,3,46685,1131888
74750,6,8,4,36539,1603628
56128,6,7,3,32808,809121
73886,6,6,2,26039,987004
45781,5,6,4,34660,676971
59788,5,6,4,15036,461474
47321,4,7,3,15777,15939
81510,6,6,4,39937,1622827
81014,7,7,5,45472,1924156
70830,7,6,3,49360,1548599
94890,7,6,3,31884,2007639
62635,4,7,4,24348,461912
68871,5,8,4,40864,1243839
76150,6,7,5,31443,1309923
62443,6,9,6,37079,1343485
57598,5,7,2,29581,771214
70195,7,6,2,29254,1244955
58342,5,6,3,19056,365930
64493,8,6,4,30102,1453109
83284,6,5,4,24628,1128906
70976,7,9,3,61104,2100698
77742,5,7,4,22232,1105024
60564,7,8,5,31568,1159526
75454,8,8,5,51173,1940933
74490,7,8,4,35265,1549031
71052,5,7,3,46732,1379456
90293,5,8,4,26551,1501917
62061,6,4,3,55584,963656
88556,5,7,4,59263,1901000
64781,7,6,2,27027,1200061
59940,6,7,2,27130,1063743
62700,7,6,3,46419,1252733
63574,5,6,2,34715,907530
66965,7,8,4,22891,1256087
69494,6,8,3,33917,1517869
77132,8,9,3,34905,1705546
70081,5,7,4,32524,1081579
68312,4,7,5,39833,872177
74727,6,6,2,27372,1061786
67196,6,9,4,38418,1355546
72315,5,8,5,38252,1455511
72792,6,6,2,55998,1445031
58273,4,8,3,39756,823822
72663,8,6,3,33533,1693694
66036,5,7,3,23208,944979
69384,6,6,3,46833,1156786
73684,6,6,4,33449,1306289
61056,7,8,5,53410,1785450
64763,7,6,3,32137,1115081
71614,4,8,5,36926,1188255
63990,6,7,4,32060,1184799
66409,5,7,5,31943,1134247
57905,6,8,4,43341,1108022
65208,6,8,4,29668,1148417
72391,6,6,4,32675,1202574
74360,6,8,6,32337,1428212
91024,6,8,5,44381,1842736
65343,6,7,6,44058,1262232
80052,6,6,3,35254,1354609
69836,6,8,3,19376,1277381
70553,5,7,2,31093,854488
75099,6,7,3,14744,968045
49623,5,7,3,35091,769114
72095,7,6,4,46379,1236094
60865,7,6,4,25335,745587
62504,4,7,6,35168,944289
62131,7,7,4,40848,1283480
68114,5,7,6,40036,1214942
57945,6,7,4,45261,1137225
74131,7,8,3,49959,1881075
67645,7,9,5,40734,1603201
63631,6,7,6,33108,1296611
75172,5,7,6,43047,1540361
76230,3,7,2,40691,1046957
87307,6,5,3,46175,1545672
61509,6,6,2,36963,857935
51187,8,6,3,48662,1298108
78395,6,8,3,34267,1533017
49410,7,8,3,27805,846841
73031,5,7,3,37994,1280199
70872,6,7,3,27501,1214335
76715,6,7,3,31534,1206540
59418,4,7,4,47119,1031385
75475,8,7,6,24035,1715436
67814,6,6,4,35103,1223433
75707,7,7,4,30523,1530848
86940,4,8,4,40703,1404436
70826,6,7,3,46508,1603944
64751,6,6,4,54048,1167918
54649,6,8,4,35497,1048136
88768,5,6,4,39145,1563193
79036,6,7,2,45828,1512579
71131,6,8,4,39414,1632942
62175,5,7,4,31318,1017723
64725,7,7,4,46202,1619829
77013,7,8,5,43433,1890056
82338,6,9,4,41186,1902119
66778,6,7,3,35399,1338248
94460,6,9,3,33516,2081869
61437,6,6,2,42033,868713
48507,6,6,4,36396,603374
56185,7,9,3,24328,1182670
88273,7,8,5,19686,1557075
69651,5,8,4,48017,1574582
55586,5,7,4,27043,530614
75766,6,9,5,30777,1669559
62677,6,8,6,32487,1191969
68536,5,6,2,32771,842296
66787,6,6,4,33391,1111109
57979,7,7,4,35554,1180325
66436,6,8,6,59599,1575967
78407,7,8,3,37544,1735992
77287,6,6,4,35042,1144711
60286,5,7,3,34769,891201
65364,7,9,4,48715,1775531
88508,6,6,4,36001,1660296
71329,6,6,2,26739,1062105
80042,7,7,4,39026,1693385
81989,7,8,6,29277,1689691
65023,5,8,6,13329,1004041
48784,5,7,2,31038,780934
65071,5,8,5,27614,942167
63266,6,7,4,32187,1049824
55532,7,7,4,46510,1394841
68735,8,8,5,27641,1521141
68056,8,7,6,31852,1470427
54575,6,9,5,44490,1094070
87640,8,8,6,39758,2096954
70088,6,7,2,53612,1580952
86250,6,8,4,43155,1749820
73211,7,10,6,44198,2065710
71635,6,6,2,43555,1148372
72662,5,7,4,50673,1371522
77125,7,8,5,39465,1814462
80808,6,6,2,42406,1304284
46663,5,7,3,25770,605964
81834,6,6,2,25890,1179992
70271,6,7,2,28102,1188197
78981,8,9,5,24387,1914073
81011,5,7,4,31435,1286401
73198,7,6,3,22829,1161233
65222,8,6,3,47157,1682106
65746,6,7,6,33032,1144138
64369,6,6,4,42848,1328701
78803,6,7,5,34422,1517317
63838,5,7,2,41553,1148564
66461,6,6,3,26053,729782
60930,5,8,6,26166,716316
71784,6,6,2,30364,859079
62017,6,6,2,38178,1011478
60908,6,7,5,34662,938171
64036,6,6,2,47335,1179983
62342,6,7,3,42312,1107068
69875,6,6,4,27987,1114958
65429,7,7,5,39070,1537311
77118,6,8,5,31198,1635151
70604,6,7,4,26530,1076996
75105,6,6,3,17461,890888
68695,6,6,4,40842,1033476
77899,4,8,3,59563,1812960
72261,6,7,3,42682,1568433
60625,5,7,3,33412,852505
79575,7,8,4,24885,1546409
67188,7,9,3,50485,1661593
82998,6,6,4,35154,1752595
76749,6,8,5,21136,1303107
65025,6,8,6,30028,1287903
67395,7,8,6,54688,1670950
75885,6,6,4,30067,1127499
72318,6,6,2,43911,1311390
78069,5,7,4,23561,1004430
46622,7,8,4,51321,1266748
53595,5,6,2,42654,713616
54704,6,6,3,47491,814573
55431,6,8,4,40790,1155801
62519,7,7,3,36889,1277781
69552,6,6,2,56625,1516075
62726,5,8,3,39476,877247
83622,6,6,2,36637,1317168
76171,7,7,6,52112,1880179
55497,7,7,3,47167,1370506
54600,6,5,3,64180,1078779
70842,9,6,3,37146,1621743
71435,6,8,4,27324,1351541
46891,6,8,4,26406,717682
66894,5,6,2,28630,914325
64548,7,5,3,37085,1074297
75049,5,8,6,28062,1199619
82904,6,6,2,44146,1452737
79768,6,6,2,46431,1377671
66127,7,6,3,41997,1474379
59307,7,7,4,34886,1363623
51796,6,7,6,31178,891468
68637,5,8,6,43709,1421048
56229,5,9,5,36567,1000842
74855,7,6,4,32550,1371312
81136,5,7,3,37050,1572514
66616,6,6,2,39348,958909
61438,7,7,2,24682,912422
64910,6,8,5,41942,1210026
56851,7,7,4,37439,1243880
66629,8,7,4,37261,1381118
65418,6,8,5,39447,1226993
79510,6,5,3,32648,1262553
46885,6,6,3,38898,774674
80089,6,6,4,34403,1295946
57312,5,8,4,21977,704376
69049,7,6,4,36817,1305210
54457,8,7,2,38439,1240380
69432,6,7,2,27408,1262281
64536,5,5,3,33346,491908
69460,5,6,2,40084,890482
58624,7,9,4,56548,1895361
73561,7,8,4,26471,1376346
92360,5,7,3,55729,1596440
68280,6,7,4,47831,1537476
71968,6,7,3,40289,1270390
58687,7,7,4,29396,938828
64800,6,7,5,39602,1277149
70554,4,8,5,22180,732244
65606,6,6,4,37976,1108205
59111,6,7,5,37978,1262105
49784,6,6,3,38680,757943
51536,8,7,3,44873,1354875
72102,5,8,4,18819,995813
50571,6,5,4,40580,612939
76156,8,6,3,34494,1521746
79264,5,6,3,36165,1252692
48460,6,6,2,38652,963934
57316,5,7,4,26121,623181
59061,6,9,4,42957,1361872
57536,4,8,5,31668,826306
76547,4,6,3,46840,1104116
83648,8,7,3,21137,1722464
67786,5,6,3,39758,1053339
75480,6,6,4,18537,933949
48879,8,7,4,63620,1575492
70130,7,8,3,34088,1544906
65936,6,6,4,15218,798074
69341,5,7,4,30726,994108
48692,5,7,5,40082,836340
73093,6,7,2,43509,1336172
59911,6,6,2,30865,592223
53052,5,7,2,25753,766710
74900,6,8,3,42182,1820439
73980,6,7,2,26156,1186020
73497,7,6,4,39898,1302664
57852,6,7,6,42688,1197069
72029,7,5,3,42143,1205879
70696,6,8,4,39617,1511352
83335,4,7,6,22786,951781
66765,5,6,2,38064,994897
63440,6,6,3,40750,1252723
56636,5,7,6,47541,1048640
89089,6,7,3,37045,1629050
55733,6,6,2,25676,639366
71418,6,7,6,22571,1055930
58652,4,7,4,30368,799208
67733,8,7,6,21029,1323960
45104,6,7,2,43067,852590
71833,5,10,6,31750,1399813
64296,7,6,4,39347,1206020
67855,6,8,5,34837,1222577
60828,8,8,6,20756,1184462
68060,4,7,3,19271,522639
74698,6,8,4,46999,1621982
78338,6,7,3,21612,1418310
87934,6,6,3,54310,1846350
75558,6,7,2,41866,1415350
74173,6,10,4,35278,1729560
69360,7,7,2,26864,1325150
59315,5,6,3,21882,470008
73855,7,7,4,44103,1637262
74961,6,6,3,35919,1268135
61471,6,6,4,43092,983994
48462,7,7,5,43342,1231779
67129,8,5,4,48166,1524124
97882,5,8,5,37153,1859161
70618,6,6,3,41292,965136
87035,6,6,3,42267,1487572
63939,7,8,4,42653,1599860
73055,7,8,3,31727,1411757
48629,6,8,3,53564,1209445
61641,5,7,3,48898,1202051
84559,8,7,4,26857,1784058
73532,5,8,5,32652,1259666
83736,5,8,6,38252,1742923
72079,7,7,5,20170,1206251
49346,8,7,2,35863,1014513
71947,5,8,3,35094,1169654
59453,6,6,2,26602,561704
84771,6,6,3,53950,1710570
62135,7,6,2,37575,1432013
66933,5,6,2,41834,881444
72951,5,6,2,24999,679628
64290,8,6,2,33405,1165240
91046,6,9,3,37087,2190339
74765,7,8,6,41102,1887529
67770,7,7,2,43254,1296882
55402,5,7,4,41186,841277
61803,7,8,5,34559,1111149
79753,9,7,5,42128,2045694
63087,6,7,4,41736,1330192
73865,6,8,3,34509,1536993
58083,6,7,3,30542,762130
48855,5,7,5,36994,735952
63556,7,6,4,25155,939491
64596,6,8,6,48444,1385776
70717,5,7,3,49099,1210184
55517,5,6,4,40537,652991
56143,5,5,4,46897,844696
64077,6,7,4,48698,1185744
64144,5,7,6,33562,1022710
58387,7,9,3,40570,1638632
62093,5,6,2,44095,751953
90883,6,6,4,41950,1771037
62732,6,7,3,22165,739028
88691,8,8,3,29837,2096978
79808,6,8,5,45334,1903661
79632,6,8,5,50954,1882119
84448,6,5,4,38603,1480889
79073,5,6,4,34898,1304789
56880,8,7,6,55439,1407292
66889,7,5,4,20501,843536
61725,4,7,4,20743,763093
67094,6,5,4,27884,743212
71114,6,6,4,37714,1187114
65153,6,6,3,47985,1167422
60514,6,7,4,31407,1160526
52138,5,7,2,32690,627650
82014,5,6,2,42211,1329800
67331,5,8,6,40755,1129798
53600,7,9,3,28163,955690
59609,5,8,5,37433,742645
66990,5,6,4,6822,490339
102881,6,6,3,21052,1754938
